ASV,fwd_rev,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s
ASV1575,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Leptosphaeriaceae,57%,Neosetophoma,29%,Neosetophoma samarorum,29%
ASV1578,+,Fungi,100%,Chytridiomycota,93%,Chytridiomycetes,93%,Rhizophlyctidales,85%,Rhizophlyctidaceae,85%,Rhizophlyctis,85%,Rhizophlyctis rosea,85%
ASV1579,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,100%,Glomerales,100%,Glomeraceae,100%,Funneliformis,87%,Glomus monosporum,50%
ASV1580,+,Fungi,100%,Ascomycota,77%,Saccharomycetes,25%,Saccharomycetales,25%,Saccharomycetaceae,21%,Kazachstania,19%,Kazachstania intestinalis,19%
ASV1582,+,Fungi,100%,Ascomycota,100%,Pezizomycetes,99%,Pezizales,99%,Tuberaceae,99%,Tuber,99%,Tuber mexiusanum,78%
ASV1583,+,Fungi,100%,Zygomycota,17%,Mucoromycotina_Incertae sedis,16%,Mortierellales,6%,Mortierellaceae,6%,Mortierella,6%,Mortierella epigama,6%
ASV1584,+,Fungi,100%,Basidiomycota,90%,Agaricomycetes,77%,Agaricales,67%,Hygrophoraceae,25%,Camarophyllopsis,15%,Camarophyllopsis hymenocephala,15%
ASV1585,+,Fungi,100%,Ascomycota,85%,Dothideomycetes,68%,Pleosporales,68%,Pleosporales_Incertae sedis,46%,Pyrenochaeta,32%,Pyrenochaeta gentianicola,32%
ASV1586,+,Fungi,100%,Ascomycota,55%,Pezizomycetes,23%,Pezizales,23%,Pyronemataceae,14%,Geopora,2%,Geopora tenuis,2%
ASV1587,+,Fungi,100%,Basidiomycota,41%,Agaricomycetes,25%,Agaricales,20%,Psathyrellaceae,6%,Psathyrella,6%,Psathyrella fibrillosa,6%
ASV1588,+,Fungi,100%,Basidiomycota,91%,Agaricomycetes,87%,Polyporales,37%,Polyporaceae,31%,Trametes,25%,Trametes conchifer,12%
ASV1589,+,Fungi,100%,Ascomycota,91%,Dothideomycetes,77%,Dothideomycetes_Incertae sedis,70%,Dothideomycetes_Incertae sedis,70%,Rhizopycnis,70%,Rhizopycnis vagum,70%
ASV1591,+,Fungi,100%,Ascomycota,80%,Pezizomycetes,52%,Pezizales,52%,Pezizaceae,51%,Peziza,43%,Peziza depressa,41%
ASV1592,+,Fungi,100%,Zygomycota,82%,Mucoromycotina_Incertae sedis,81%,Mortierellales,75%,Mortierellaceae,75%,Mortierella,75%,Mortierella epigama,42%
ASV1593,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,97%,Ceratobasidiaceae,97%,Thanatephorus,50%,Rhizoctonia solani AG_1 IB,50%
ASV1594,+,Fungi,100%,Ascomycota,88%,Sordariomycetes,77%,Sordariomycetidae_Incertae sedis,32%,Glomerellaceae,31%,Glomerella,31%,Colletotrichum phormii,29%
ASV1599,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Marasmiaceae,100%,Gymnopus,100%,Gymnopus dryophilus,36%
ASV1600,+,Fungi,100%,Ascomycota,95%,Sordariomycetes,68%,Hypocreales,20%,Clavicipitaceae,6%,Metacordyceps,6%,Metarhizium majus,6%
ASV1603,+,Fungi,100%,Chytridiomycota,64%,Chytridiomycetes,64%,Spizellomycetales,61%,Spizellomycetaceae,61%,Spizellomyces,60%,Spizellomyces dolichospermus,40%
ASV1604,+,Fungi,100%,Ascomycota,100%,Orbiliomycetes,100%,Orbiliales,100%,Orbiliaceae,100%,Arthrobotrys,80%,Arthrobotrys thaumasia,38%
ASV1606,+,Fungi,100%,Basidiomycota,74%,Agaricomycetes,50%,Agaricales,32%,Agaricaceae,7%,Macrolepiota,5%,Macrolepiota fuliginosa,5%
ASV1607,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Lasiosphaeriaceae,100%,Podospora,99%,Podospora tetraspora,99%
ASV1608,+,Fungi,100%,Glomeromycota,66%,Glomeromycetes,66%,Glomerales,66%,Glomeraceae,66%,Glomus,50%,Glomus sp 7 SUN_2011,14%
ASV1609,+,Fungi,100%,Glomeromycota,39%,Glomeromycetes,39%,Diversisporales,26%,Diversisporaceae,20%,Diversispora,20%,Paraglomus occultum,12%
ASV1610,+,Fungi,100%,Chytridiomycota,42%,Chytridiomycetes,42%,Spizellomycetales,42%,Spizellomycetaceae,42%,Spizellomyces,39%,Spizellomyces plurigibbosus,28%
ASV1613,+,Fungi,100%,Ascomycota,72%,Saccharomycetes,11%,Saccharomycetales,11%,Saccharomycetales_Incertae sedis,5%,Candida,5%,Candida digboiensis,3%
ASV1615,+,Fungi,100%,Ascomycota,89%,Orbiliomycetes,66%,Orbiliales,66%,Orbiliaceae,66%,Dactylellina,28%,Dactylellina haptotyla,10%
ASV1616,+,Fungi,100%,Basidiomycota,100%,Ustilaginomycetes,71%,Ustilaginales,71%,Ustilaginaceae,71%,Sporisorium,44%,Sporisorium lepturi,40%
ASV1618,+,Fungi,100%,Ascomycota,98%,Leotiomycetes,72%,Leotiomycetes_Incertae sedis,62%,Leotiomycetes_Incertae sedis,62%,Collophora,62%,Collophora pallida,57%
ASV1619,+,Fungi,100%,Ascomycota,79%,Pezizomycetes,48%,Pezizales,48%,Morchellaceae,17%,Morchella,11%,Morchella sp Mes_22,4%
ASV1622,+,Fungi,100%,Ascomycota,97%,Dothideomycetes,96%,Pleosporales,96%,Sporormiaceae,96%,Preussia,92%,Preussia fleischhakii,71%
ASV1623,+,Fungi,100%,Basidiomycota,28%,Agaricomycetes,16%,Agaricales,8%,Tricholomataceae,5%,Melanoleuca,5%,Melanoleuca substrictipes,5%
ASV1624,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,99%,Pleosporales,99%,Sporormiaceae,99%,Preussia,99%,Preussia terricola,96%
ASV1625,+,Fungi,100%,Basidiomycota,99%,Agaricomycetes,99%,Agaricales,99%,Entolomataceae,74%,Entoloma,72%,Entoloma sp 2 AK_2012,30%
ASV1626,+,Fungi,100%,Basidiomycota,96%,Agaricomycetes,95%,Boletales,86%,Sclerodermataceae,83%,Pisolithus,83%,Pisolithus arhizus,82%
ASV1628,+,Fungi,100%,Chytridiomycota,19%,Chytridiomycetes,19%,Spizellomycetales,15%,Spizellomycetaceae,15%,Spizellomyces,15%,Spizellomyces pseudodichotomus,10%
ASV1629,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Psathyrellaceae,100%,Coprinellus,100%,Coprinellus bisporiger,40%
ASV1630,+,Fungi,100%,Ascomycota,91%,Leotiomycetes,14%,Helotiales,14%,Helotiaceae,12%,Dimorphospora,5%,Dimorphospora foliicola,5%
ASV1631,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,97%,Pleosporales,97%,Sporormiaceae,97%,Preussia,97%,Preussia terricola,85%
ASV1633,+,Fungi,100%,Glomeromycota,52%,Glomeromycetes,52%,Glomerales,52%,Glomeraceae,52%,Glomus,42%,Glomus sp Bad Sachsa,24%
ASV1634,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,99%,Pleosporales,99%,Phaeosphaeriaceae,93%,Phaeosphaeriopsis,85%,Phaeosphaeria oryzae,76%
ASV1635,+,Fungi,100%,Basidiomycota,100%,Cystobasidiomycetes,100%,Erythrobasidiales,100%,Erythrobasidiales_Incertae sedis,100%,Erythrobasidium,100%,Sporobolomyces yunnanensis,54%
ASV1636,+,Fungi,100%,Basidiomycota,98%,Agaricomycetes,96%,Cantharellales,91%,Ceratobasidiaceae,91%,Thanatephorus,59%,Rhizoctonia sp AG_4,32%
ASV1637,+,Fungi,100%,Glomeromycota,96%,Glomeromycetes,96%,Glomerales,96%,Glomeraceae,96%,Glomus,55%,Glomus intraradices,52%
ASV1638,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Entolomataceae,76%,Entoloma,76%,Entoloma conferendum,47%
ASV1639,+,Fungi,100%,Chytridiomycota,40%,Chytridiomycetes,40%,Spizellomycetales,40%,Spizellomycetaceae,40%,Spizellomyces,38%,Spizellomyces pseudodichotomus,24%
ASV1641,+,Fungi,100%,Zygomycota,23%,Mucoromycotina_Incertae sedis,22%,Mortierellales,16%,Mortierellaceae,16%,Mortierella,16%,Mortierella epigama,13%
ASV1644,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Psathyrellaceae,100%,Coprinopsis,100%,Coprinopsis cinerea,100%
ASV1645,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Phaeosphaeriaceae,100%,Phaeosphaeria,99%,Phaeosphaeria eustoma,35%
ASV1646,+,Fungi,100%,Glomeromycota,41%,Glomeromycetes,41%,Glomerales,32%,Claroideoglomeraceae,23%,Claroideoglomus,23%,Claroideoglomus drummondii,14%
ASV1650,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Entolomataceae,100%,Clitopilus,100%,Clitopilus passeckerianus,100%
ASV1651,+,Fungi,100%,Glomeromycota,89%,Glomeromycetes,89%,Glomerales,89%,Glomeraceae,89%,Glomus,87%,Glomus sp 7 SUN_2011,33%
ASV1653,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,100%,Ceratobasidiaceae,100%,Ceratobasidium,100%,Ceratobasidium sp AG_A,67%
ASV1654,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Eurotiales,100%,Trichocomaceae,100%,Talaromyces,100%,Talaromyces intermedius,24%
ASV1655,+,Fungi,100%,Ascomycota,33%,Pezizomycetes,7%,Pezizales,7%,Pezizaceae,3%,Peziza,3%,Peziza depressa,3%
ASV1656,+,Fungi,100%,Ascomycota,63%,Pezizomycetes,43%,Pezizales,43%,Pezizaceae,39%,Peziza,33%,Peziza depressa,32%
ASV1657,+,Fungi,100%,Ascomycota,80%,Eurotiomycetes,24%,Eurotiales,7%,Trichocomaceae,7%,Talaromyces,5%,Penicillium rugulosum,3%
ASV1658,+,Fungi,100%,Glomeromycota,96%,Glomeromycetes,96%,Glomerales,96%,Glomeraceae,96%,Glomus,43%,Glomus intraradices,41%
ASV1660,+,Fungi,100%,Ascomycota,67%,Dothideomycetes,42%,Capnodiales,9%,Mycosphaerellaceae,8%,Petrakia,8%,Petrakia echinata,6%
ASV1661,+,Fungi,100%,Chytridiomycota,78%,Chytridiomycetes,78%,Spizellomycetales,76%,Spizellomycetaceae,76%,Spizellomyces,76%,Spizellomyces dolichospermus,70%
ASV1663,+,Fungi,100%,Ascomycota,89%,Pezizomycetes,83%,Pezizales,83%,Pezizaceae,80%,Peziza,76%,Peziza depressa,74%
ASV1668,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Hypocreales_Incertae sedis,97%,Myrothecium,93%,Myrothecium leucotrichum,93%
ASV1669,+,Fungi,100%,Ascomycota,97%,Dothideomycetes,93%,Pleosporales,93%,Pleosporales_Incertae sedis,60%,Ochrocladosporium,51%,Ochrocladosporium elatum,25%
ASV1670,+,Fungi,100%,Ascomycota,51%,Pezizomycetes,45%,Pezizales,45%,Pezizaceae,45%,Peziza,41%,Peziza depressa,41%
ASV1671,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,100%,Glomerales,100%,Glomeraceae,100%,Funneliformis,100%,Glomus dimorphicum,72%
ASV1672,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Boletales,100%,Sclerodermataceae,100%,Scleroderma,100%,Scleroderma areolatum,44%
ASV1674,+,Fungi,100%,Ascomycota,65%,Pezizomycetes,10%,Pezizales,10%,Tuberaceae,10%,Tuber,10%,Tuber borchii,8%
ASV1675,+,Fungi,100%,Ascomycota,91%,Sordariomycetes,73%,Sordariales,28%,Chaetomiaceae,11%,Myceliophthora,10%,Corynascus sepedonium,9%
ASV1677,+,Fungi,100%,Zygomycota,85%,Mucoromycotina_Incertae sedis,85%,Mortierellales,84%,Mortierellaceae,84%,Mortierella,84%,Mortierella epigama,28%
ASV1678,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,99%,Coniochaetales,81%,Coniochaetaceae,81%,Lecythophora,43%,Lecythophora fasciculata,33%
ASV1679,+,Fungi,100%,Basidiomycota,57%,Agaricomycetes,31%,Agaricales,26%,Agaricaceae,6%,Macrolepiota,5%,Macrolepiota fuliginosa,5%
ASV1680,+,Fungi,100%,Basidiomycota,98%,Agaricomycetes,94%,Agaricales,84%,Tricholomataceae,13%,Melanoleuca,10%,Melanoleuca substrictipes,7%
ASV1682,+,Fungi,100%,Chytridiomycota,43%,Chytridiomycetes,43%,Spizellomycetales,40%,Spizellomycetaceae,40%,Spizellomyces,37%,Spizellomyces plurigibbosus,20%
ASV1684,+,Fungi,100%,Basidiomycota,99%,Tremellomycetes,98%,Tremellales,98%,Tremellales_Incertae sedis,98%,Dioszegia,94%,Dioszegia catarinonii,71%
ASV1686,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,68%,Sporidiobolales_Incertae sedis,68%,Rhodotorula,68%,Rhodotorula ingeniosa,58%
ASV1687,+,Fungi,100%,Glomeromycota,90%,Glomeromycetes,90%,Glomerales,90%,Glomeraceae,90%,Glomus,88%,Glomus sp 3 SUN_2011,38%
ASV1688,+,Fungi,100%,Chytridiomycota,16%,Chytridiomycetes,16%,Rhizophydiales,13%,Rhizophydiaceae,13%,Rhizophydium,13%,Rhizophydium pollinis_pini,8%
ASV1691,+,Fungi,100%,Ascomycota,77%,Orbiliomycetes,6%,Orbiliales,6%,Orbiliaceae,6%,Arthrobotrys,5%,Arthrobotrys amerospora,5%
ASV1692,+,Fungi,100%,Basidiomycota,54%,Agaricomycetes,43%,Agaricales,28%,Agaricaceae,3%,Macrolepiota,0%,Macrolepiota fuliginosa,0%
ASV1694,+,Fungi,100%,Zygomycota,13%,Mucoromycotina_Incertae sedis,13%,Mucorales,13%,Pilobolaceae,9%,Pilobolus,9%,Pilobolus longipes,6%
ASV1695,+,Fungi,100%,Ascomycota,92%,Sordariomycetes,61%,Hypocreales,19%,Hypocreaceae,9%,Gliocephalotrichum,5%,Gliocephalotrichum longibrachium,5%
ASV1697,+,Fungi,100%,Ascomycota,91%,Dothideomycetes,91%,Pleosporales,91%,Pleosporaceae,76%,Drechslera,31%,Drechslera nobleae,25%
ASV1699,+,Fungi,100%,Chytridiomycota,31%,Chytridiomycetes,31%,Rhizophydiales,29%,Rhizophydiaceae,29%,Rhizophydium,29%,Rhizophydium brooksianum,7%
ASV1702,+,Fungi,100%,Basidiomycota,47%,Ustilaginomycetes,11%,Ustilaginales,11%,Ustilaginales_Incertae sedis,9%,Farysizyma,9%,Farysizyma itapuensis,9%
ASV1704,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Filobasidiales,100%,Filobasidiaceae,100%,Filobasidium,100%,Filobasidium floriforme,100%
ASV1705,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Bionectriaceae,100%,Bionectria,100%,Bionectria ochroleuca,85%
ASV1706,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,98%,Ceratobasidiaceae,98%,Ceratobasidium,90%,Ceratobasidium sp AG_O,23%
ASV1707,+,Fungi,100%,Ascomycota,78%,Dothideomycetes,68%,Pleosporales,68%,Didymellaceae,24%,Atradidymella,6%,Atradidymella muscivora,4%
ASV1709,+,Fungi,100%,Zygomycota,25%,Mucoromycotina_Incertae sedis,25%,Mortierellales,19%,Mortierellaceae,19%,Mortierella,19%,Mortierella epigama,18%
ASV1710,+,Fungi,100%,Chytridiomycota,79%,Chytridiomycetes,79%,Spizellomycetales,78%,Spizellomycetaceae,78%,Spizellomyces,77%,Spizellomyces dolichospermus,71%
ASV1711,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Clavicipitaceae,100%,Metacordyceps,100%,Cordyceps chlamydosporia,91%
ASV1714,+,Fungi,100%,Ascomycota,64%,Eurotiomycetes,21%,Eurotiales,9%,Trichocomaceae,9%,Eurotium,2%,Eurotium herbariorum,0%
ASV1715,+,Fungi,100%,Basidiomycota,55%,Agaricomycetes,39%,Agaricales,36%,Inocybaceae,13%,Inocybe,13%,Inocybe geophylla var. lilacina,7%
ASV1718,+,Fungi,100%,Ascomycota,57%,Eurotiomycetes,18%,Eurotiales,9%,Trichocomaceae,9%,Penicillium,3%,Penicillium expansum,3%
ASV1720,+,Fungi,100%,Ascomycota,92%,Dothideomycetes,82%,Pleosporales,79%,Phaeosphaeriaceae,67%,Phaeosphaeria,62%,Phaeosphaeria phragmitis,57%
ASV1721,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,93%,Sordariales,66%,Sordariaceae,17%,Neurospora,17%,Sordaria fimicola UOA/HCPF10849,15%
ASV1723,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Diaporthales,100%,Diaporthaceae,100%,Diaporthe,100%,Diaporthe phaseolorum var sojae,97%
ASV1724,+,Fungi,100%,Ascomycota,54%,Saccharomycetes,10%,Saccharomycetales,10%,Saccharomycetales_Incertae sedis,9%,Candida,7%,Candida odintsovae,7%
ASV1725,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,96%,Tremellales,96%,Tremellaceae,87%,Cryptococcus,87%,Cryptococcus dimennae,87%
ASV1726,+,Fungi,100%,Zygomycota,8%,Mucoromycotina_Incertae sedis,8%,Mortierellales,8%,Mortierellaceae,8%,Mortierella,8%,Mortierella epigama,7%
ASV1727,+,Fungi,100%,Ascomycota,83%,Dothideomycetes,58%,Pleosporales,58%,Sporormiaceae,33%,Westerdykella,26%,Westerdykella ornata,22%
ASV1728,+,Fungi,100%,Zygomycota,28%,Mucoromycotina_Incertae sedis,26%,Mortierellales,12%,Mortierellaceae,12%,Mortierella,12%,Mortierella epigama,9%
ASV1729,+,Fungi,100%,Ascomycota,19%,Eurotiomycetes,7%,Onygenales,6%,Arthrodermataceae,6%,Trichophyton,6%,Trichophyton raubitschekii,6%
ASV1730,+,Fungi,100%,Ascomycota,99%,Sordariomycetes,80%,Hypocreales,54%,Nectriaceae,22%,Fusarium,3%,Fusarium poae,3%
ASV1731,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Eurotiales,100%,Trichocomaceae,100%,Petromyces,100%,Aspergillus alliaceus,100%
ASV1732,+,Fungi,100%,Ascomycota,81%,Pezizomycetes,71%,Pezizales,71%,Pezizaceae,71%,Peziza,42%,Peziza depressa,35%
ASV1733,+,Fungi,100%,Basidiomycota,50%,Agaricomycetes,24%,Agaricales,10%,Psathyrellaceae,3%,Psathyrella,3%,Psathyrella fibrillosa,3%
ASV1734,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Marasmiaceae,100%,Gerronema,99%,Gerronema strombodes,66%
ASV1735,+,Fungi,100%,Zygomycota,19%,Mucoromycotina_Incertae sedis,16%,Mucorales,11%,Pilobolaceae,9%,Pilobolus,9%,Pilobolus umbonatus,9%
ASV1736,+,Fungi,100%,Ascomycota,77%,Dothideomycetes,66%,Pleosporales,59%,Phaeosphaeriaceae,46%,Phaeosphaeria,29%,Phaeosphaeria avenaria f sp tritici 6 MM_2012,19%
ASV1738,+,Fungi,100%,Basidiomycota,63%,Agaricomycetes,32%,Agaricales,28%,Agaricaceae,3%,Macrolepiota,3%,Macrolepiota fuliginosa,3%
ASV1741,+,Fungi,100%,Basidiomycota,72%,Agaricostilbomycetes,20%,Agaricostilbales,20%,Agaricostilbaceae,19%,Bensingtonia,19%,Bensingtonia naganoensis,15%
ASV1743,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Sordariaceae,100%,Neurospora,100%,Neurospora sitophila,25%
ASV1744,+,Fungi,100%,Ascomycota,82%,Eurotiomycetes,16%,Eurotiales,11%,Trichocomaceae,11%,Penicillium,1%,Penicillium diversum,1%
ASV1745,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Cantharellales,100%,Ceratobasidiaceae,100%,Ceratobasidium,100%,Ceratobasidium sp AG_L,89%
ASV1746,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,77%,Sordariales,77%,Chaetomiaceae,64%,Chaetomium,58%,Chaetomium jodhpurense,48%
ASV1747,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,99%,Agaricales,99%,Inocybaceae,98%,Inocybe,98%,Inocybe godeyi,19%
ASV1748,+,Fungi,100%,Ascomycota,48%,Saccharomycetes,23%,Saccharomycetales,23%,Saccharomycetales_Incertae sedis,12%,Cyberlindnera,8%,Cyberlindnera fabianii,8%
ASV1749,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,99%,Xylariales_Incertae sedis,62%,Monosporascus,62%,Monosporascus cannonballus,62%
ASV1750,+,Fungi,100%,Glomeromycota,88%,Glomeromycetes,88%,Glomerales,88%,Glomeraceae,88%,Glomus,73%,Glomus sp Bad Sachsa,63%
ASV1751,+,Fungi,100%,Zygomycota,12%,Mucoromycotina_Incertae sedis,12%,Mortierellales,5%,Mortierellaceae,5%,Mortierella,5%,Mortierella epigama,5%
ASV1754,+,Fungi,100%,Chytridiomycota,39%,Chytridiomycetes,39%,Spizellomycetales,33%,Spizellomycetaceae,33%,Spizellomyces,27%,Spizellomyces pseudodichotomus,13%
ASV1755,+,Fungi,100%,Chytridiomycota,88%,Chytridiomycetes,88%,Rhizophlyctidales,75%,Rhizophlyctidaceae,75%,Rhizophlyctis,75%,Rhizophlyctis rosea,75%
ASV1756,+,Fungi,100%,Ascomycota,63%,Saccharomycetes,5%,Saccharomycetales,5%,Saccharomycetales_Incertae sedis,2%,Cyberlindnera,2%,Cyberlindnera fabianii,2%
ASV1758,+,Fungi,100%,Ascomycota,98%,Eurotiomycetes,86%,Chaetothyriales,83%,Herpotrichiellaceae,83%,Phaeococcomyces,66%,Phaeococcomyces catenatus,66%
ASV1759,+,Fungi,100%,Ascomycota,89%,Eurotiomycetes,40%,Onygenales,33%,Arthrodermataceae,33%,Trichophyton,26%,Trichophyton raubitschekii,25%
ASV1760,+,Fungi,100%,Basidiomycota,67%,Microbotryomycetes,38%,Sporidiobolales,37%,Sporidiobolales_Incertae sedis,37%,Rhodotorula,30%,Rhodotorula sonckii,21%
ASV1761,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Xylariales,100%,Amphisphaeriaceae,99%,Monochaetia,94%,Monochaetia kansensis,93%
ASV1762,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,96%,Capnodiales,96%,Capnodiales_Incertae sedis,29%,Pseudotaeniolina,23%,Pseudotaeniolina globosa,23%
ASV1763,+,Fungi,100%,Ascomycota,99%,Sordariomycetes,97%,Sordariales,80%,Lasiosphaeriaceae,55%,Podospora,35%,Podospora fimiseda,26%
ASV1765,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,98%,Phaeosphaeriaceae,67%,Phaeosphaeria,39%,Leptosphaeria microscopica,8%
ASV1766,+,Fungi,100%,Ascomycota,75%,Saccharomycetes,15%,Saccharomycetales,15%,Saccharomycetales_Incertae sedis,11%,Candida,11%,Candida digboiensis,9%
ASV1767,+,Fungi,100%,Basidiomycota,96%,Agaricomycetes,95%,Cantharellales,90%,Clavulinaceae,90%,Clavulina,90%,Clavulina cf cristata SY_2008,36%
ASV1768,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Eurotiales,100%,Trichocomaceae,100%,Penicillium,100%,Penicillium erythromellis,100%
ASV1770,+,Fungi,100%,Ascomycota,25%,Saccharomycetes,10%,Saccharomycetales,10%,Saccharomycetales_Incertae sedis,6%,Cyberlindnera,6%,Cyberlindnera fabianii,6%
ASV1772,+,Fungi,100%,Ascomycota,86%,Dothideomycetes,70%,Pleosporales,66%,Pleosporales_Incertae sedis,20%,Pyrenochaeta,15%,Pyrenochaeta gentianicola,9%
ASV1774,+,Fungi,100%,Ascomycota,51%,Orbiliomycetes,19%,Orbiliales,19%,Orbiliaceae,19%,Arthrobotrys,18%,Arthrobotrys amerospora,10%
ASV1775,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,100%,Helotiales,100%,Helotiales_Incertae sedis,100%,Pilidium,100%,Pilidium concavum,91%
ASV1777,+,Fungi,100%,Glomeromycota,39%,Glomeromycetes,39%,Glomerales,39%,Glomeraceae,39%,Rhizophagus,25%,Rhizophagus sp MUCL 43208,15%
ASV1778,+,Fungi,100%,Chytridiomycota,56%,Chytridiomycetes,56%,Spizellomycetales,54%,Spizellomycetaceae,54%,Spizellomyces,49%,Spizellomyces plurigibbosus,33%
ASV1783,+,Fungi,100%,Ascomycota,99%,Eurotiomycetes,98%,Chaetothyriales,98%,Chaetothyriales_Incertae sedis,97%,Strelitziana,97%,Strelitziana mali,75%
ASV1784,+,Fungi,100%,Ascomycota,74%,Dothideomycetes,21%,Botryosphaeriales,13%,Botryosphaeriaceae,13%,Phyllosticta,13%,Phyllosticta hamamelidis,13%
ASV1786,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Lasiosphaeriaceae,99%,Podospora,88%,Podospora myriaspora,72%
ASV1789,+,Fungi,100%,Chytridiomycota,32%,Chytridiomycetes,32%,Spizellomycetales,32%,Spizellomycetaceae,32%,Spizellomyces,30%,Spizellomyces plurigibbosus,11%
ASV1791,+,Fungi,100%,Glomeromycota,53%,Glomeromycetes,53%,Glomerales,51%,Glomeraceae,51%,Rhizophagus,26%,Rhizophagus sp MUCL 43208,19%
ASV1793,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,76%,Capnodiales,71%,Mycosphaerellaceae,61%,Phaeothecoidea,38%,Phaeothecoidea eucalypti,38%
ASV1794,+,Fungi,100%,Ascomycota,89%,Eurotiomycetes,34%,Eurotiales,25%,Trichocomaceae,25%,Paecilomyces,6%,Byssochlamys nivea,2%
ASV1795,+,Fungi,100%,Ascomycota,94%,Dothideomycetes,93%,Pleosporales,70%,Phaeosphaeriaceae,44%,Sclerostagonospora,13%,Sclerostagonospora sp CBS 118152,12%
ASV1796,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,94%,Capnodiales,92%,Teratosphaeriaceae,41%,Teratosphaeria,36%,Teratosphaeria associata,21%
ASV1797,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,97%,Capnodiales,97%,Teratosphaeriaceae,87%,Teratosphaeria,87%,Teratosphaeria encephalarti,34%
ASV1798,+,Fungi,100%,Basidiomycota,49%,Ustilaginomycetes,6%,Ustilaginales,6%,Ustilaginales_Incertae sedis,3%,Farysizyma,3%,Farysizyma itapuensis,3%
ASV1801,+,Fungi,100%,Ascomycota,67%,Dothideomycetes,27%,Pleosporales,26%,Lophiostomataceae,22%,Lophiostoma,22%,Lophiostoma arundinis,18%
ASV1803,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,87%,Capnodiales,86%,Mycosphaerellaceae,81%,Graphiopsis,79%,Graphiopsis chlorocephala,79%
ASV1805,+,Fungi,100%,Ascomycota,92%,Dothideomycetes,87%,Botryosphaeriales,82%,Botryosphaeriaceae,82%,Microdiplodia,82%,Aporospora terricola,82%
ASV1807,+,Fungi,100%,Basidiomycota,93%,Agaricomycetes,90%,Atheliales,63%,Atheliaceae,63%,Cristinia,63%,Cristinia helvetica,63%
ASV1809,+,Fungi,100%,Ascomycota,91%,Eurotiomycetes,32%,Chaetothyriales,27%,Herpotrichiellaceae,18%,Exophiala,10%,Exophiala alcalophila,10%
ASV1810,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,98%,Pleosporales,98%,Pleosporales_Incertae sedis,22%,Pyrenochaeta,22%,Pyrenochaeta sp CF_2008,17%
